glucose_uptake,oxygen_uptake,ammonia_uptake,phosphate_uptake,EX_nh4_e_flux,EX_pi_e_flux,Biomass_Ecoli_core_flux
6.22,16.15,0.24,4.16,-0.24,-0.16191461267604107,0.044014084507042604
7.9,6.55,3.57,1.15,-2.997988988204843,-1.15,0.31261043303340796
0.5,5.11,0.98,1.75,-0.010425915224852629,-0.007033783439274498,0.001912029640708426
4.24,12.76,2.44,1.43,-1.8863011059606278,-1.2725821373417951,0.34593256784782656
8.68,18.69,4.3,2.53,-3.7501247723380393,-2.53,0.6877429526734963
1.4,17.44,1.11,2.26,-0.4665597063122485,-0.3147618089075081,0.0855633264217003
0.74,20.65,0.72,4.53,-0.13206159284815944,-0.08909459023080162,0.024219042115639577
8.66,11.67,3.75,3.14,-3.1068663513228443,-2.096029424627943,0.5697744922467073
8.05,10.85,3.95,2.37,-2.8534736393993634,-1.9250794962695381,0.5233042912630876
9.42,12.21,2.37,3.95,-2.37,-1.5989068001760702,0.43463908450704186
8.23,13.91,0.98,2.39,-0.98,-0.6611513350938918,0.17972417840375593
9.68,18.85,4.07,0.26,-4.07,-0.26,0.07067714138146716
4.73,16.2,4.17,0.34,-2.3128584675141894,-0.34,0.09242395411422558
8.54,13.76,1.07,1.65,-1.07,-0.7218693148474175,0.19622946009389697
2.89,13.32,0.35,0.88,-0.35,-0.23612547681925117,0.06418720657276997
8.15,3.4,1.24,2.32,-1.24,-0.8365588321596257,0.22740610328638508
5.22,19.11,2.29,3.97,-2.29,-1.5449352626173705,0.419967723004695
6.22,2.92,0.87,2.24,-0.87,-0.586940470950706,0.1595510563380282
4.03,18.61,2.95,2.0,-1.7813369048634493,-1.2017686458188979,0.32668297110905414
1.79,5.75,2.92,2.17,-0.6617187598269066,-0.44642473624106677,0.12135393922881947
5.2,4.35,3.35,4.28,-1.196675138361232,-0.8073299646950631,0.21946066944711567
2.65,12.34,4.88,1.73,-1.0915721547962955,-0.7364228443825507,0.20018562111140994
5.99,2.35,3.07,0.54,-0.8004218881670342,-0.54,0.14679098594612572
9.6,17.92,3.96,3.55,-3.96,-2.6715911091549263,0.726232394366197
5.94,11.3,4.31,4.79,-2.4347066748353456,-1.6425607843157384,0.4465057722335949
5.04,23.3,2.96,2.74,-2.28616472918796,-1.5423478193338824,0.4192643649479107
4.6,5.31,0.12,1.28,-0.12,-0.08095730633802353,0.02200704225352107
5.15,9.56,2.3,4.91,-2.0191403807414363,-1.362201386193064,0.3702942306230623
3.57,11.36,0.75,0.33,-0.4891467094354367,-0.33,0.08970560252263758
7.78,14.31,3.83,0.83,-1.230278087367831,-0.83,0.2256231821023752
5.76,6.42,1.22,0.16,-1.22,-0.16,0.04349362546552066
1.39,7.8,0.67,4.93,-0.4614915530779431,-0.31134260862452323,0.08463386756857816
3.16,3.35,1.08,2.98,-0.6579941283980327,-0.4439119351778621,0.12067087155186931
0.73,21.57,4.81,1.31,-0.12699343961385542,-0.0856753899478252,0.023289583262517524
4.56,0.65,3.24,2.13,-0.37822607397348784,-0.2551680344641683,0.06936364326098297
2.77,5.25,3.3,2.14,-0.8838433062137908,-0.5962797774663773,0.16208980821115593
1.88,17.26,2.87,4.31,-0.7067034174399818,-0.4767733754651664,0.129603766402579
1.26,19.66,3.4,0.66,-0.3956055610319866,-0.26689300494578455,0.07255090247799052
6.98,11.09,4.73,0.79,-4.73,-0.79,0.21474977573599452
6.46,9.61,4.79,1.72,-2.3520041465717805,-1.5867660016860337,0.4313387886171839
9.63,22.55,1.42,4.04,-1.42,-0.9579947916666874,0.2604166666666665
9.96,6.39,2.24,2.65,-2.24,-1.5112030516431796,0.41079812206572786
3.02,0.48,1.18,1.48,-0.0890831870835759,-0.06009945721910719,0.016337145518554863
4.49,4.36,4.38,3.55,-1.0726367479091792,-0.72364818158257,0.19671301861597337
0.94,16.29,3.3,4.79,-0.2334246575342472,-0.1574785958904065,0.04280821917808223
7.23,19.17,0.55,2.62,-0.55,-0.3710543207159404,0.10086561032863896
2.39,4.61,4.07,0.76,-0.7086045074994919,-0.4780559348845323,0.12995241114647374
4.74,23.47,1.01,4.89,-1.01,-0.6813906616783862,0.18522593896713688
9.94,13.93,0.93,1.65,-0.93,-0.6274191241197213,0.17055457746478878
4.3,7.8,1.48,4.86,-1.48,-0.9984734448356964,0.27142018779342725
1.62,18.36,0.1,3.02,-0.1,-0.06746442194835797,0.01833920187793428
9.17,7.27,1.01,3.29,-1.01,-0.6813906616784087,0.18522593896713618
7.15,17.23,1.66,1.34,-1.66,-1.1199094043427242,0.3044307511737087
9.56,23.09,2.34,4.25,-2.34,-1.578667473591548,0.4291373239436621
4.58,10.67,0.87,2.19,-0.87,-0.586940470950706,0.1595510563380282
5.42,0.66,2.28,3.93,-0.5230240000974687,-0.35285511831693156,0.09591842724792207
6.83,15.92,4.56,0.19,-0.28162992361429007,-0.19,0.05164868024029675
5.61,19.7,2.75,1.69,-2.5050240574115903,-1.69,0.45940141897953185
1.45,22.2,2.41,4.4,-0.4917767199552881,-0.3317743213944196,0.09018792546128297
5.9,16.89,4.04,3.33,-2.716018124157353,-1.8323459274753595,0.4980960468305006
4.04,12.89,4.03,1.93,-1.7863352001537924,-1.2051407168437895,0.32759961857280534
3.94,2.48,4.58,0.55,-0.6344534781782832,-0.42803037158421836,0.11635370418469106
6.52,10.39,2.09,3.43,-2.09,-1.4100064187206578,0.38328931924882625
0.76,14.88,3.88,4.16,-0.1421978993167675,-0.09593299079676365,0.02607795982188372
1.79,22.45,3.32,4.42,-0.6617187598269065,-0.44642473624105844,0.12135393922881946
4.9,13.6,4.6,4.51,-2.2161885951231817,-1.4951388249852446,0.4064313004553958
4.54,6.93,2.03,2.0,-1.5368947236011483,-1.0368571412322782,0.2818542260125347
2.94,6.79,4.32,0.44,-0.6521956125805539,-0.44,0.1196074700301779
6.81,4.4,1.79,0.4,-0.5929051023459369,-0.4,0.10873406366379419
2.77,19.23,4.44,1.19,-1.151551698280395,-0.7768876966813559,0.21118539067642228
4.69,11.81,4.38,3.84,-2.1112243940260047,-1.4243253334623607,0.3871817037166237
5.18,16.8,4.25,0.15,-4.25,-0.15,0.040775273873924614
4.09,22.69,3.73,2.76,-1.811326676605503,-1.2220010719682781,0.3321828558915605
5.34,8.76,2.65,3.31,-1.9665687411271429,-1.3267342334185275,0.3606530115036574
4.24,17.88,4.32,0.86,-1.2747459700437875,-0.86,0.23377823687716182
4.57,10.26,3.47,1.32,-1.9565868377416022,-1.32,0.3588224100905228
6.44,21.95,2.15,4.56,-2.15,-1.450485071889677,0.3942928403755869
9.93,2.74,1.24,4.76,-1.24,-0.8365588321596278,0.22740610328638508
9.59,2.53,0.17,0.89,-0.17,-0.11468951731220589,0.031176643192488272
9.96,4.58,2.56,4.26,-2.0464974876793,-1.3806577002504852,0.37531130569236004
2.91,17.2,3.4,1.19,-1.2215278323451786,-0.8240966910299679,0.22401845516893693
8.02,11.48,3.07,3.06,-2.959792259786842,-1.996806738937417,0.5428022776897806
8.29,10.68,1.45,1.4,-1.45,-0.9782341182511906,0.26591842723004744
5.41,11.28,2.26,0.55,-2.26,-0.55,0.14950933753771709
7.21,5.42,1.07,2.12,-1.07,-0.721869314847414,0.19622946009389666
2.36,14.64,1.92,2.3,-0.9466215913763846,-0.6386327846604144,0.17360284466262907
5.42,5.17,0.86,4.41,-0.86,-0.5801940287558585,0.15771713615023472
4.39,10.36,0.27,2.54,-0.27,-0.18215393926056503,0.04951584507042256
5.59,14.02,3.56,0.97,-3.2142661507839416,-0.97,0.26368010438470185
2.6,20.29,4.74,0.77,-1.0665806783445793,-0.7195624892580391,0.19560238379265454
5.03,5.43,0.39,1.69,-0.39,-0.26311124559858073,0.07152288732394374
1.52,17.78,2.72,0.8,-0.5267647869876801,-0.3553788185687317,0.09660445770754114
3.44,14.68,1.65,0.53,-0.7855992606083615,-0.53,0.14407263435452639
2.31,4.78,2.2,3.33,-0.709856213204583,-0.4789003909029704,0.13018196398264814
2.71,0.4,2.64,3.07,-0.021893325639187996,-0.01477020558773774,0.0040150611867636994
9.63,14.78,2.41,2.91,-2.41,-1.6258925689553951,0.4419747652582158
9.29,20.73,1.68,1.26,-1.68,-1.1334022887323942,0.3080985915492958
2.7,12.66,3.75,2.57,-1.1165636312480027,-0.7532831995070463,0.20476885843016512
0.77,18.12,4.05,1.52,-0.14726605255107253,-0.09935219107974555,0.027007418675005973
6.67,10.72,4.46,4.24,-2.5448567768843344,-1.7168729139385897,0.46670642181710964
5.3,17.32,4.43,2.53,-2.416120406736848,-1.6300216659812714,0.44309719900543787
3.2,18.87,1.18,2.0,-1.18,-0.7960801789906118,0.21640258215962443
8.67,18.14,2.08,1.15,-2.08,-1.15,0.31261043303340286
3.62,7.17,0.96,3.74,-0.96,-0.6476584507042284,0.17605633802816906
2.6,11.41,1.99,4.91,-1.0665806783445841,-0.7195624892580414,0.19560238379265413
3.97,2.09,0.54,2.99,-0.54,-0.36430787852112245,0.09903169014084494
6.03,10.53,2.22,0.36,-2.22,-0.36,0.09786065729741289
5.21,12.67,0.83,0.61,-0.83,-0.5599547021713036,0.15221537558685586
1.32,2.62,3.09,1.06,-0.1916500512923054,-0.1292955992680808,0.035147089805660996
2.59,4.42,4.79,4.29,-0.7348903273066366,-0.4957895112718059,0.1347730207061758
2.38,8.26,1.13,2.51,-0.9566181819570646,-0.6453769267102112,0.17543613959013138
1.73,20.12,3.98,0.72,-0.6317289880848562,-0.4261923100916561,0.11585405444631304
4.05,4.34,1.35,1.39,-0.9911258056121156,-0.6686572955372029,0.18176456235550875
5.61,10.34,4.74,0.72,-1.0672291842226824,-0.72,0.19572131459482886
9.74,5.84,3.89,1.76,-2.2572773676262012,-1.522859127840111,0.41396665339388966
1.52,21.46,1.61,3.33,-0.5267647869876809,-0.3553788185687382,0.09660445770754099
5.71,11.85,2.53,3.69,-2.445972026181265,-1.6501608884816867,0.44857174775918207
0.97,16.74,4.49,0.38,-0.2486291172371592,-0.1677361967393465,0.0455965957374487
1.49,17.94,2.24,2.08,-0.5117699011166553,-0.3452626054940263,0.09385451531628805
1.46,12.72,0.72,2.44,-0.49677501524562984,-0.3351463924193162,0.09110457292503485
7.66,6.53,2.46,4.96,-2.018872469357696,-1.3620206413266858,0.37024509781354514
6.9,21.05,2.13,3.86,-2.13,-1.4369921874999827,0.3906250000000003
0.5,3.16,1.1,2.07,-0.010425915224854537,-0.007033783439273842,0.0019120296407083592
8.47,8.72,3.31,3.58,-2.5504655712950646,-1.7206568546660799,0.46773502994701194
5.9,9.0,2.93,1.78,-2.136800717021036,-1.4415802519265761,0.3918721972236349
0.93,24.82,0.72,0.45,-0.22835650429994286,-0.1540593956074279,0.04187876032496011
8.8,7.62,3.29,1.71,-2.4140233417978063,-1.6286068932422828,0.442712614032755
3.98,6.63,1.78,2.11,-1.3594914741526052,-0.9171730644742465,0.24931988595815094
7.23,12.84,4.72,0.31,-0.4595014543181046,-0.31,0.08426889933944147
5.08,14.65,4.61,0.34,-0.5039693369940619,-0.34,0.09242395411422794
5.78,21.36,1.29,4.39,-1.29,-0.8702910431338025,0.2365757042253521
4.45,1.22,4.61,2.4,-0.47183891463758393,-0.31832339628764555,0.0865314910940405
2.22,1.71,2.91,3.15,-0.197643884563391,-0.1333393042369701,0.03624631098947166
5.11,20.45,4.32,3.12,-2.321152796220364,-1.5659523165081666,0.4256808971941692
6.53,8.82,4.59,0.76,-1.1265196944572544,-0.76,0.20659472096120396
6.75,0.21,4.63,0.65,-0.655591861554045,-0.4422912597379089,0.12023031498570369
1.04,8.39,1.93,1.15,-0.2841061898772901,-0.19167059872021566,0.05210280770930367
5.89,11.13,0.27,1.67,-0.27,-0.1821539392605666,0.049515845070422566
8.12,17.27,3.65,3.52,-3.65,-2.462451401115025,0.6693808685446012
3.18,2.58,1.44,4.18,-0.5250958529136897,-0.35425288184301934,0.09629838851850239
9.81,12.4,0.15,0.79,-0.15,-0.10119663292255113,0.02750880281690119
3.29,14.51,0.47,4.72,-0.47,-0.3170827831572787,0.08619424882629109
3.71,22.82,3.92,3.8,-1.6213914555725146,-1.0938623730220471,0.29735025226902057
6.11,15.71,3.23,3.18,-2.8209823252545285,-1.9031594189983034,0.5173456435692726
5.58,24.66,3.69,3.91,-2.5560726748664186,-1.724439654678532,0.4687633279904672
8.74,5.47,0.51,2.47,-0.51,-0.34406855193664193,0.09352992957746478
5.19,20.75,2.27,2.9,-2.27,-1.5314423782277062,0.4162998826291083
5.32,1.05,3.11,4.16,-0.5829664158130252,-0.3932949225813116,0.1069113878765087
1.66,14.9,3.01,0.9,-0.5967409210524619,-0.4025878129173491,0.10943752220005541
1.32,24.5,2.03,1.21,-0.4260144804378124,-0.28740820664366784,0.07812765559672326
1.8,16.72,3.09,3.25,-0.6667170551172487,-0.4497968072659593,0.12227058669257058
0.97,22.35,2.01,1.64,-0.24862911723715989,-0.1677361967393566,0.04559659573744865
4.68,9.81,4.33,4.65,-1.9327726870893864,-1.3039339209205754,0.3544550849268976
3.1,21.61,3.93,4.66,-1.316495442861671,-0.8881660405030793,0.24143475698020692
2.53,14.47,1.45,4.14,-1.0315926113121938,-0.6959579920837358,0.1891858515463971
6.48,21.3,3.09,4.28,-3.005919250997172,-2.0279260469196263,0.5512615997280619
2.72,13.04,2.31,0.16,-2.31,-0.16,0.0434936254655142
5.61,16.57,3.0,3.71,-2.5710675607374416,-1.7345558677532469,0.4715132703817201
5.76,1.76,0.67,3.02,-0.67,-0.45201162705396325,0.12287265258215953
2.82,2.08,2.21,2.82,-0.36992170907586613,-0.24956554268951367,0.06784068901772775
3.35,18.04,3.25,1.73,-1.4414528251202525,-0.9724678161256494,0.26435094357399413
7.57,16.25,3.22,2.81,-3.22,-2.172354386737091,0.5905223004694837
8.2,14.73,1.34,1.1,-1.34,-0.9040232541079801,0.24574530516431936
3.47,11.97,1.55,2.62,-1.5014323686043154,-1.0129326684244238,0.27535071313899573
1.74,24.45,0.63,4.67,-0.63,-0.42502585827464756,0.115536971830986
9.14,13.18,3.65,2.24,-3.5884528322403813,-2.24,0.6089107565172436
6.34,8.58,1.58,2.93,-1.58,-1.065937866784027,0.28975938967136217
5.03,14.53,1.5,1.9,-1.5,-1.0119663292253596,0.2750880281690141
1.13,20.34,0.29,3.33,-0.29,-0.19564682365023542,0.053183685446009404
2.8,21.8,2.48,1.6,-1.1665465841514204,-0.7870039097560584,0.21393533306767548
5.22,9.61,2.87,0.66,-0.9782934188708142,-0.66,0.17941120504526384
9.97,10.7,1.81,3.58,-1.81,-1.2211060372652576,0.3319395539906104
3.7,20.85,2.33,3.63,-1.6163931602821775,-1.090490301997151,0.29643360480527037
1.16,21.17,3.71,1.14,-0.3449240286889425,-0.23270100211598133,0.06325631394676912
1.54,7.98,4.88,1.36,-0.5367613775683637,-0.3621229606185339,0.09843775263504326
4.62,0.85,2.05,2.9,-0.4274483095484806,-0.2883755311648653,0.07839060841191312
9.54,12.97,4.11,2.78,-3.4931573387306636,-2.3566384063212715,0.6406171762636931
0.5,7.94,2.92,4.76,-0.01042591522485459,-0.0070337834392713945,0.0019120296407083833
8.61,5.79,1.18,1.09,-1.18,-0.796080178990641,0.21640258215962443
9.23,21.33,3.9,2.02,-3.9,-2.02,0.5491070215021626
5.09,11.66,1.34,2.57,-1.34,-0.9040232541079767,0.24574530516431947
4.29,12.98,1.91,3.73,-1.91,-1.288570459213615,0.35027875586854473
7.86,19.11,3.64,1.1,-3.64,-1.1,0.29901867507543467
3.45,11.8,1.72,3.8,-1.4914357780236325,-1.0061885263745745,0.27351741821149395
3.36,3.54,2.06,4.9,-0.7271012316498907,-0.49053464291197685,0.13334456272921996
2.34,15.34,2.22,0.45,-0.6670182401392071,-0.45,0.12232582162177309
4.93,17.58,2.61,4.37,-2.231183480994206,-1.50525503805997,0.4091812428466488
2.96,2.25,4.69,1.95,-0.4265423788323756,-0.2877643502440205,0.07822446794901255
5.81,19.82,1.69,3.61,-1.69,-1.1401487309272327,0.3099325117370896
1.44,7.35,0.81,4.08,-0.4867784246649463,-0.3284022503695237,0.08927127799753273
2.3,17.96,4.72,2.69,-0.9166318196343348,-0.6184003585110058,0.16810295988012308
5.45,11.58,1.7,2.43,-1.7,-1.1468951731220733,0.31176643192488274
6.07,24.65,4.7,4.32,-2.8009891440931636,-1.889671134898689,0.5136790537142687
8.9,11.75,3.32,4.49,-3.163569615529495,-2.134283954050828,0.5801734183409434
3.99,24.05,2.14,3.05,-1.7613437237020841,-1.188280361719262,0.32301638125404997
7.13,23.77,1.3,3.76,-1.3,-0.8770374853286276,0.23840962441314587
5.26,6.79,3.91,2.81,-1.6396693899757038,-1.1061934758112602,0.30070227955833795
6.64,8.14,2.46,3.13,-2.12341911273871,-1.4325524299501098,0.3894181177997929
4.11,5.04,4.81,2.61,-1.1257960581029156,-0.759511802916527,0.20646201182931997
7.37,10.34,1.84,2.1,-1.84,-1.241345363849779,0.33744131455399073
4.15,13.65,2.76,2.54,-1.8413164483475526,-1.2422334981176844,0.3376827406740671
1.43,12.45,0.93,0.72,-0.4817641660151604,-0.32501940975645277,0.0883517029810667
9.33,15.16,3.33,2.07,-3.33,-2.07,0.5626987794601375
9.1,15.98,3.87,1.91,-3.87,-1.91,0.5192051539946205
9.6,20.53,4.28,0.94,-4.28,-0.94,0.2555250496099162
2.78,7.21,1.43,4.29,-1.131681035824016,-0.7634820691178559,0.207541269774064
2.4,19.97,2.86,0.13,-0.19269415826244513,-0.13,0.03533857069073604
4.35,10.26,0.66,3.41,-0.66,-0.4452651848591548,0.12103873239436609
7.05,18.05,3.67,0.1,-3.67,-0.1,0.027183515915948045
9.54,20.37,4.53,0.18,-4.53,-0.18,0.04893032864870926
9.35,20.26,4.2,0.56,-4.2,-0.56,0.1522276891293183
7.41,24.0,3.42,2.9,-3.42,-2.3072832306338555,0.6272007042253533
9.46,11.13,3.04,2.43,-3.04,-2.050918427230048,0.557511737089202
9.34,1.99,2.56,3.47,-1.4351452427616744,-0.9682124421485109,0.26319418331163347
7.94,14.62,4.55,4.72,-3.350955250970117,-2.260702589815118,0.6145384483146489
0.74,10.12,0.21,1.71,-0.1320615928481597,-0.08909459023079942,0.024219042115639636
5.41,22.78,4.25,0.72,-1.0672291842226804,-0.72,0.1957213145948285
1.02,14.77,2.71,1.41,-0.2739698834086826,-0.18483219815425353,0.050243890003059406
9.0,23.19,2.07,4.46,-2.07,-1.3965135343309925,0.3796214788732395
3.9,18.45,2.43,0.7,-1.0375839291053917,-0.7,0.19028461141164024
9.29,11.41,3.7,1.9,-3.402668877592681,-1.9,0.516486802403021
3.41,17.42,3.52,3.55,-1.471442596862261,-0.9927002422750183,0.2698508283564897
4.98,22.88,2.5,2.31,-2.256174957445916,-1.522115393184449,0.4137644801654043
2.07,7.76,0.31,3.2,-0.31,-0.2091397080398968,0.05685152582159627
2.56,7.67,3.88,1.7,-1.0465874971832145,-0.7060742051584369,0.19193579393764945
2.5,4.31,3.9,0.74,-0.6985908618586744,-0.47130028673700186,0.12811598845706323
4.59,12.72,3.47,3.2,-2.0612414411225846,-1.3906046232133207,0.3780152290791131
8.13,1.21,1.55,1.47,-1.0810773212176323,-0.729342565574228,0.19826095239466568
1.55,7.3,1.62,2.66,-0.5417596728587062,-0.3654950316434336,0.09935440009879445
6.67,9.59,3.63,1.75,-2.3856717096944813,-1.609479628530841,0.43751315098563703
2.97,13.58,0.22,0.49,-0.22,-0.14842172828641578,0.04034624413145522
4.24,23.58,3.64,0.53,-0.7855992606083588,-0.53,0.14407263435452444
8.48,18.33,3.09,4.12,-3.09,-2.0846506382042347,0.5666813380281693
4.1,5.62,2.61,2.79,-1.2267987474710156,-0.8276526834510025,0.2249850989346787
5.43,14.17,4.75,4.52,-2.481098245511291,-1.6738585893050155,0.45501361603420126
8.77,20.06,4.72,0.58,-0.8597123984015749,-0.58,0.15766439231249543
2.72,12.43,4.25,2.58,-1.1265602218286856,-0.7600273415568513,0.2066021533576669
7.51,3.56,1.34,3.69,-1.34,-0.9040232541079396,0.24574530516431975
1.73,8.85,1.4,1.81,-0.6317289880848582,-0.4261923100916516,0.1158540544463138
7.11,9.26,2.82,0.59,-2.82,-0.59,0.16038274390409546
8.07,9.31,3.28,3.65,-2.584133134417764,-1.7433704815109146,0.47390939231546464
2.18,22.13,3.12,2.2,-0.8566522761502334,-0.5779355062121914,0.15710319031511047
1.91,23.56,3.8,1.12,-0.7216983033110073,-0.4868895885398644,0.13235370879383207
3.44,20.26,3.51,3.85,-1.4864374827332898,-1.0028164553497299,0.27260077074774247
4.47,17.94,1.99,1.14,-1.99,-1.14,0.30989208144181457
6.36,24.4,1.62,2.36,-1.62,-1.0929236355633933,0.29709507042253536
6.77,13.58,4.23,3.83,-2.9278787226455902,-1.9752764555817917,0.5369495896870582
0.68,24.96,3.79,4.33,-0.10165267344233281,-0.06857938853291576,0.01864228899690679
6.55,21.42,0.65,1.8,-0.65,-0.4385187426643194,0.11920481220657285
8.78,5.12,0.48,3.96,-0.48,-0.3238292253521111,0.0880281690140845
8.37,4.15,4.29,3.47,-1.6980161388845658,-1.145556772688276,0.3114026076299454
5.25,20.77,2.15,1.05,-1.556375893658106,-1.05,0.2854269171174646
2.92,12.68,2.7,4.05,-1.2265261276355204,-0.8274687620548606,0.22493510263268793
7.93,14.58,3.93,1.04,-3.93,-1.04,0.28270856552586254
0.6,21.85,0.47,1.31,-0.06110744756789836,-0.041225786269068844,0.011206618171929809
6.98,10.3,4.39,1.56,-3.058146865122809,-1.56,0.4240628482887981
5.4,21.93,4.57,1.4,-2.075167858210771,-1.4,0.38056922282327765
4.68,13.77,4.75,4.99,-2.1062260987356627,-1.4209532624374335,0.3862650562528727
2.43,18.2,1.95,0.14,-1.95,-0.14,0.038056922282322166
6.9,7.42,2.84,1.57,-2.0419081704416486,-1.3775615439047282,0.37446966153932815
1.75,10.24,1.24,2.72,-0.6417255786655399,-0.43293645214145077,0.11768734937381531
2.07,12.76,0.87,3.39,-0.801671027956474,-0.5408427249382782,0.14702006821384872
7.56,2.85,2.39,0.45,-1.7142482398673435,-0.45,0.12232582162177016
6.02,6.68,2.69,2.64,-1.7548478953954687,-1.1838979887014505,0.3218250981872561
9.25,13.77,2.96,2.07,-2.96,-1.9969468896713614,0.5428403755868546
9.5,19.45,1.5,4.24,-1.5,-1.01196632922535,0.2750880281690142
4.38,20.73,4.13,1.03,-1.526730638540785,-1.03,0.27999021393426965
7.04,7.34,1.56,1.55,-1.56,-1.0524449823943667,0.2860915492957747
7.28,5.82,0.1,3.6,-0.1,-0.06746442194835797,0.01833920187793428
1.79,2.7,1.26,1.96,-0.30005477309353706,-0.20243021819600857,0.05502765058200138
4.81,1.21,4.86,3.61,-0.5296674920155654,-0.35733711173667354,0.09713679064252595
3.3,8.04,2.3,3.17,-1.3657500026781106,-0.9213953445664528,0.2504676501390328
1.55,4.8,4.31,1.36,-0.5221003574392707,-0.3522319881367131,0.09574903855620447
3.86,21.79,3.35,1.77,-1.696365884927642,-1.144443438395542,0.3110999642252861
6.87,0.59,3.7,2.49,-0.7501106329342476,-0.5060578024822519,0.13756430328166253
8.15,23.87,4.64,4.56,-3.8406345644842523,-2.5910619080780983,0.7043417261744873
5.17,9.07,2.38,3.48,-1.9628136240118372,-1.3242008653631898,0.35996435299512913
8.85,5.25,4.6,4.09,-1.9936515292398904,-1.3450054798662268,0.3656197786898272
9.79,22.02,1.47,0.62,-0.9190029086362196,-0.62,0.16853779867888352
1.21,7.35,3.11,4.04,-0.37026479486046426,-0.24979700353088366,0.06790360821237963
9.0,15.63,0.13,1.01,-0.13,-0.08770374853285491,0.02384096244131467
1.09,9.15,2.56,0.31,-0.30944695604881234,-0.20876660013511494,0.05675010197491426
3.55,4.56,3.27,2.37,-0.941510449431295,-0.6351845822921975,0.1726655020230515
5.0,10.75,4.78,1.15,-1.7046021692445785,-1.15,0.3126104330334102
5.21,18.43,2.83,4.65,-2.3711357491237717,-1.5996730267571972,0.4348473718316781
3.84,11.65,0.53,3.08,-0.53,-0.3575614363262828,0.09719776995305152
2.95,4.09,2.77,2.71,-0.7519089097403002,-0.5072709995344881,0.1378940928954483
0.85,17.49,3.16,1.03,-0.18781127842550613,-0.12670579334358564,0.034443089499982774
4.75,18.04,2.69,2.04,-2.141214165768055,-1.444557759611759,0.39268158849912993
3.29,15.3,4.7,3.39,-1.4114630533781634,-0.9522353899762185,0.2588510587914766
0.84,11.57,4.47,0.56,-0.18274312519120342,-0.12328659306060134,0.033513630646860956
9.89,23.73,0.48,4.67,-0.48,-0.3238292253520922,0.0880281690140846
3.7,21.13,2.15,2.26,-1.6163931602821808,-1.0904903019971526,0.2964336048052703
6.38,19.38,0.27,3.01,-0.27,-0.18215393926057097,0.04951584507042255
1.95,8.71,1.81,2.4,-0.7416914844723742,-0.5003778726394754,0.13602029864883627
3.41,2.77,0.81,0.26,-0.7420953903552745,-0.26,0.07067714138146683
4.76,23.87,0.67,4.74,-0.67,-0.4520116270539886,0.12287265258215939
7.36,15.97,3.26,4.15,-3.26,-2.199340155516429,0.5978579812206574
1.16,12.67,3.52,2.98,-0.34492402868894295,-0.2327010021159723,0.06325631394676907
8.34,1.9,3.48,2.72,-1.2513922958452153,-0.8442445786982496,0.2294953594199701
3.85,8.57,3.14,4.47,-1.5697780326097657,-1.0590416755724665,0.28788476243576994
5.01,20.64,2.07,0.6,-0.8893576535188811,-0.6,0.16310109549568766
7.21,18.6,0.35,1.18,-0.35,-0.23612547681924892,0.06418720657276998
2.82,13.74,0.81,0.76,-0.81,-0.5464618177816905,0.14854753521126768
9.44,20.12,0.99,2.09,-0.99,-0.6678977772887346,0.18155809859154934
3.62,19.8,2.6,0.73,-1.0820518117813362,-0.73,0.19843966618642472
7.42,9.98,1.39,1.94,-1.39,-0.9377554650821636,0.254914906103285
5.03,8.64,1.29,2.05,-1.29,-0.8702910431337588,0.23657570422535226
6.57,19.37,4.09,2.52,-3.0509039086102496,-2.0582746861437315,0.5595114269018212
2.13,18.46,3.53,1.31,-0.8316607996985251,-0.5610751510876897,0.15251995299635512
9.04,2.7,4.92,4.32,-1.5246813952032992,-1.0286174898280604,0.27961439906163865
6.91,23.47,3.64,1.03,-1.5267306385407975,-1.03,0.27999021393427165
4.48,1.88,2.01,3.73,-0.6063696259790516,-0.4090837630371825,0.11120334983477337
3.93,8.32,3.02,4.37,-1.5585126812638472,-1.0514415714064884,0.2858187869101833
0.57,9.7,0.88,3.51,-0.04590298786498467,-0.030968185420129905,0.00841824161256325
1.15,16.65,1.5,1.07,-0.3398558754546382,-0.22928180183299868,0.06232685509364698
9.37,0.56,2.25,0.21,-1.1251758018381617,-0.21,0.057085383423493306
4.89,12.58,1.68,0.75,-1.1116970668986308,-0.75,0.2038763693696141
3.83,16.84,3.93,2.7,-1.681370999056619,-1.1343272253208623,0.30835002183403376
5.94,5.1,1.51,0.89,-1.3192138527196735,-0.89,0.24193329165193564
2.57,5.7,2.65,2.86,-0.8901018347393014,-0.6005020575585978,0.16323757239203718
9.45,4.97,3.24,4.1,-2.0383441112343608,-1.3751570719626374,0.37381604152625514
5.65,6.45,1.39,0.29,-0.4298561992008201,-0.29,0.07883219615625395
3.12,18.64,0.33,1.17,-0.33,-0.22263259242955835,0.06051936619718299
7.09,19.59,2.33,3.52,-2.33,-1.5719210313967216,0.42730340375586867
3.94,4.08,2.05,2.94,-0.9255626563731741,-0.62442549589202,0.16974080405904754
9.49,1.81,2.59,1.71,-1.4247270395264784,-0.961183861558464,0.2612835679882773
5.13,0.7,1.63,4.12,-0.48271008323083536,-0.32565756733809953,0.08852517664884747
5.58,11.32,1.5,1.56,-1.5,-1.0119663292253593,0.2750880281690142
3.89,20.91,4.84,2.25,-1.7113607707986667,-1.1545596514702656,0.31384990661653955
